"id","name","season","episode","deal_outcome","deal_amount","deal_equity","asking_amount","asking_equity"
"2e7736ba-3eb0-4391-b777-7efa534cfadd","The Matte Makeup Organizer",12,20,"deal_fell_through",100000.00,33.30,100000.00,20.00
"7f43c82a-5d04-4108-86aa-5d5b58f691de","LARQ Self Cleaning Water Bottle",12,21,"deal_fell_through",1000000.00,4.00,500000.00,1.00
"4152a92e-eba6-4ab4-9960-ce0817d30a8a","Salad Sling Drying Towel",12,21,"no_deal",,,100000.00,20.00
"20083669-43c2-4517-b412-87929b44c29f","Suds2Go Hand Washing Bottle",12,21,"deal",200000.00,15.00,200000.00,10.00
"00bdb134-f3af-40d1-ad95-0e50a55ffbde","Truffle Shuffle",12,21,"deal",501000.00,18.00,500000.00,5.00
"ad39a395-ccc6-4ab6-adea-6aee1b5b0bdd","JIGGY Jigsaw Puzzles",12,22,"deal",500000.00,15.00,500000.00,5.00
"5547d4c6-2516-4141-81f6-3d9e34e4919d","The Bumbling Bee Vegan Junk Food & Burger Bar",12,22,"no_deal",,,150000.00,10.00
"6f295b2a-bf40-43c8-918e-81eabb3f373e","The Scrubbie Faucet Sponge Attachment",12,22,"no_deal",,,100000.00,10.00
"3e7d8c44-3324-4562-aca3-76c42e2a6cc3","XTorch Solar Flashlight & Charger",12,22,"no_deal",,,150000.00,10.00
"9405054a-1c6f-4b60-b8cf-eab53b813b39","BEERMKR Home Beer Brewing",12,23,"no_deal",,,500000.00,2.00
"cf70f6fb-3f5c-4803-81a4-8916d133c67f","Creation Nation Protein Bar & Energy Bites",12,23,"no_deal",,,300000.00,12.00
"93c411c5-44a1-40cc-b72d-5507322ebece","GRIND Basketball Shooting Machine",12,23,"deal",250000.00,25.00,250000.00,5.00
"6ace5109-0762-4148-a683-b63deed5f4c0","SneakERASERS Shoe Cleaner",12,23,"deal",200000.00,20.00,200000.00,8.00
"d1fccff0-803d-4cd9-9b29-6819db3ecaa7","Fling Golf",12,24,"no_deal",300000.00,25.00,300000.00,10.00
"26a71c34-5489-45e2-bec9-637553f6c630","Float ‘N’ Grill",12,24,"deal",100000.00,22.50,200000.00,20.00
"a4f0d74c-145b-4d9a-806d-d5d866eb6983","Pluto Pillow Personalized Pillows",12,24,"no_deal",,,400000.00,5.00
"04a95332-b158-4d01-89d8-7132d9b8ed02","The Original Stretchlace Elastic Shoelaces",12,24,"deal",100000.00,30.00,100000.00,15.00
"20779164-9bdf-4793-ad0a-2bf47f2b19fe","Copper Cow Coffee",12,25,"deal_fell_through",600000.00,8.00,600000.00,4.00
"89b30ac4-f39c-4357-9eb4-716e3e20213b","Dino Don Animatronic Dinosaurs",12,25,"deal",500000.00,25.00,500000.00,25.00
"0ed955fc-fc1f-4db4-81c1-c13f3e65661d","Lit Handlers Koozies",12,25,"deal",200000.00,20.00,200000.00,10.00
"2e4129f9-a66b-467a-81a8-7d93d35d53f3","Super Potty Trainer",12,25,"deal_fell_through",,,300000.00,10.00
"6687e346-b938-41ec-b175-a3ab94c9ec9a","Ade + Ayo Children’s Clothing",13,15,"deal",500000.00,33.30,175000.00,10.00
"782b97d9-d1a9-4605-a48e-7319896d9f24","Behave Bras",13,15,"deal",150000.00,20.00,150000.00,15.00
"d983989d-f125-4d40-9629-26965716a197","Curie Deodorant & Skincare",13,15,"deal",300000.00,10.00,300000.00,5.00
"0500b034-05a9-4621-871c-570be742659d","Noggin Boss Hats",13,15,"deal",50000.00,30.00,50000.00,25.00
"00ad7fda-fc2f-41ea-9298-507a3592387b","Do Amore Jewelry",13,16,"deal",600000.00,15.00,600000.00,6.00
"ff24fb8a-c07e-4361-9967-265785830647","ootBox Moveable Workspaces",13,16,"deal",300000.00,10.00,300000.00,5.00
"681c04e3-b834-45e9-a811-386e0e5098d4","Prepdeck Meal Prep Station",13,16,"no_deal",750000.00,5.00,750000.00,7.50
"5c7cc185-5972-4312-8182-9b99eb3496eb","Sunflow Beach Chairs",13,16,"deal_fell_through",1000000.00,5.00,1000000.00,6.00
"6fb326bd-fb2d-44a1-a8f1-bfb0c3ae39d4","Magic Dates Snack Bites",13,17,"deal",150000.00,33.30,150000.00,10.00
"2c6502f3-5615-41b2-9aeb-cb26917feef8","Round21",13,17,"deal",250000.00,10.00,250000.00,3.00
"526ea423-a943-42de-bf9b-8617e4e59841","Young King Hair Care",13,17,"no_deal",,,225000.00,2.50
"3214d79e-5613-4e0b-9246-06213af1338c","Apolla Compression Socks",13,18,"deal_fell_through",300000.00,25.00,300000.00,15.00
"b0ade047-d81a-4002-a4f9-efa00ac301f0","FORT Magnetic Pillow Fort",13,18,"no_deal",,,500000.00,10.00
"bf4c6e33-873d-4ac6-949c-06eda206972a","No Limbits Adaptive Clothing",13,18,"deal",100000.00,10.00,100000.00,6.00
"42592d1e-13a3-40e7-9665-4d0ad1f4937f","Umaro Foods Seaweed-Based Bacon",13,18,"deal",1000000.00,7.00,500000.00,2.00
"d97c20ad-f38a-496a-963e-01e25f8bedac","BusyBox Do Not Disturb Sign",13,19,"no_deal",,,200000.00,15.00
"0642f8b0-4ea9-4bb4-8f9d-57f25c20d0da","LUCY Drawing Tool",13,19,"deal",300000.00,15.00,300000.00,10.00
"d9d910c1-43b0-47b8-8e85-659b6e85bd2f","The Dirty Cookie Shot Glass",13,19,"deal",500000.00,25.00,500000.00,5.00
"cc0cbd50-f3d4-46a7-b9b5-e90e2c02c4b8","Browndages Skin Tone Bandages",13,20,"deal",100000.00,25.00,75000.00,7.50
"020919b4-872e-48d4-bd36-d28d782db441","HairFin Haircut Guide",13,20,"deal",25000.00,30.00,25000.00,20.00
"1f785b0f-40a4-4acd-9750-2c6204b38752","Lil ADVENTS Potty Training Game",13,20,"no_deal",,,300000.00,15.00
"c45e6a9f-d1af-45df-80e0-a0070a4f6431","Cupbop Korean BBQ",13,21,"deal",1000000.00,5.00,1000000.00,3.00
"cf37741c-48af-4c8d-b854-1e568d27e607","Hampton Adams Athletic Tape",13,21,"no_deal",,,500000.00,10.00
"4e788a65-1784-456a-958d-e0ad0a16349c","Handy Pan",13,21,"deal",10000.00,20.00,10000.00,20.00
"28c85fc3-1545-416b-9178-766a466f7018","Plunge Cold Water Immersion",13,21,"no_deal",1200000.00,12.00,1200000.00,5.00
"09c71122-fed3-482d-8a16-132e9a131161","Kawaii Lighting Ring Lights",13,22,"deal",100000.00,22.00,88000.00,22.00
"32da138f-2303-48c5-a286-5b5709bccd19","Ooakshell Headbands",13,22,"deal",150000.00,20.00,150000.00,10.00
"b88bdf15-f31d-4cc7-8e94-4c71b9f47276","Pricklee Cactus Water",13,22,"deal",200000.00,20.00,200000.00,5.00
"ea005f5b-0043-4478-8162-d56f570aeda4","Pulp Pantry Veggie Chips",13,22,"deal",500000.00,17.00,500000.00,10.00
"28491525-96d4-40e0-8640-f4cdae5c91f7","Chill-N-Reel Fishing Can Koozie",13,23,"no_deal",,,300000.00,10.00
"cd9635c1-cae1-4c54-bb0d-21b65809c1d3","Driftline Boardshorts",13,23,"no_deal",,,100000.00,10.00
"5dd37afa-32a1-4504-96d2-2eb2a30bcb15","Stryx Cosmetics & Skincare for Men",13,23,"deal_fell_through",600000.00,10.00,600000.00,5.00
"78e3c331-eb87-4e7f-8a7d-02543d242fb2","Project Pollo Vegan Chicken",13,24,"no_deal",,,2500000.00,5.00
"cb1ff124-bf42-41aa-86c6-5711df971837","The Aqua Boxing Glove",13,24,"no_deal",,,100000.00,10.00
"1f3f0b15-0ae4-41b5-a887-f78c96ca7058","The Players Trunk",13,24,"no_deal",,,650000.00,5.00
"e3f10a65-bc80-41da-a782-dbb6d6b3861a","The Transformation Factory Sea Moss",13,24,"deal",600000.00,20.00,500000.00,5.00
"9aab914c-1e2b-46ae-9e1b-6e3ec4cd5af4","The Woobles Crochet Kits",14,2,"deal",450000.00,6.00,250000.00,5.00
"3d799f7a-3965-465d-bd49-0b8a36e1b2a7","Anytongs Turn Your Flatware Into Kitchen Tongs",14,13,"deal",150000.00,49.00,150000.00,20.00
"bc5354bd-7038-45bc-998d-7992c5958b21","Copy Keyboard Copy & Paste Computer Keypad",14,13,"no_deal",,,40000.00,25.00
"51f1ef2b-a2b9-4744-affc-7731dedab7a4","FryAway Cooking Oil Solidifier",14,13,"deal",250000.00,22.00,250000.00,10.00
"ad047e2c-2875-46f3-a480-e7092815dc0a","Slick Barrier Pest Control",14,13,"deal",500000.00,15.00,500000.00,15.00
"0f076df2-84d8-46e8-8808-783613a4a10c","FunkkOFF! Teeth Cleaner",14,14,"deal",250000.00,12.00,250000.00,5.00
"2c4bdab6-7b55-4868-a197-efba0eeec5a7","Kahawa 1893 African Coffee",14,14,"deal",350000.00,8.00,350000.00,5.00
"570cc465-e18e-4313-8c6e-3a920f3c0b04","The Chub Rub Patch",14,14,"no_deal",,,200000.00,30.00
"7fd53f5a-95a4-43e2-b547-8b9bc8bf9edb","Big Mouth Toothbrush",14,15,"deal",150000.00,20.00,150000.00,10.00
"b7727cc7-b567-4ee7-b416-5911cdef3f0c","Eat Your Flowers Edible Flower Bakery",14,15,"deal",250000.00,15.00,250000.00,12.00
"4198b423-c2b5-4287-b376-83b73a365b65","Surf Band Pro Sunscreen Dispenser",14,15,"no_deal",,,150000.00,10.00
"556b9ee0-0430-4c11-9dc2-8f0d722a95a1","YouthForia Makeup",14,15,"deal",400000.00,8.00,400000.00,5.00
"018f7fa7-58b9-4d8e-981f-7d083e6edc86","Flated Inflatable Cargo Storage",14,16,"deal",350000.00,8.00,350000.00,5.00
"ed74ddb1-442e-4f6e-974f-6c97e438a54e","Pluie Self-sanitizing Diaper Changing Table",14,16,"no_deal",,,500000.00,5.00
"31c489a4-52ea-4d6c-8bf7-2c4409d6afd5","SweetKiwi Frozen Whipped Greek Yogurt",14,16,"deal",250000.00,16.00,250000.00,5.00
"955061d3-c7cc-4edb-8960-15337f2db4a0","Chubby Buttons Wearable Remote for Phone",14,17,"no_deal",250000.00,10.00,250000.00,8.00
"a58054b5-4f70-4ce8-8ccf-bdceef614411","Crispy Cones Pastry Dough Ice Cream Cones",14,17,"deal",200000.00,20.00,200000.00,10.00
"618c054e-d884-402f-924e-8a54cbc910b1","Tngnt Ski Bikes",14,17,"deal",200000.00,40.00,200000.00,20.00
"442bd0fe-931f-45a7-b555-17662f951ae0","Bleni Blends Smoothie Vending Machines",14,18,"deal",250000.00,35.00,250000.00,6.00
"2db3ea88-93ac-4bd1-89b7-9b148a5488ba","Happi Floss Flossers",14,18,"no_deal",,,200000.00,10.00
"3523713e-1b52-4530-a74a-cd9aa9cecc4e","Lavabox Portable Campfire",14,18,"deal_fell_through",200000.00,12.50,200000.00,10.00
"143e62c7-17f7-4607-88d1-e7ef91cf69c7","The Ice Cream Canteen",14,18,"deal",300000.00,25.00,100000.00,5.00
